"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Election Night Votes"
"16","005","003","03","20","Debbie Rica Wilson","DEM","U.S. Senator           ","","","16"
"16","005","003","03","20","Lih Young","DEM","U.S. Senator           ","","","12"
"16","005","003","03","20","Adam D. DeMarco","DEM","Representative in Congress","03","","46"
"16","005","003","03","20","John Rea","DEM","Representative in Congress","03","","13"
"16","005","003","03","20","Eduardo Rosas","DEM","Representative in Congress","03","","63"
"16","005","003","03","20","John Sarbanes","DEM","Representative in Congress","03","Y","429"
"16","005","003","03","20","Will Smith","DEM","State Senator          ","20","Y","515"
"16","005","003","03","20","Fatmata Barrie","DEM","House of Delegates     ","20","","152"
"16","005","003","03","20","Lorig Charkoudian","DEM","House of Delegates     ","20","Y","251"
"16","005","003","03","20","Malik Lendzondzo","DEM","House of Delegates     ","20","","40"
"16","005","003","03","20","David Moon","DEM","House of Delegates     ","20","Y","390"
"16","005","003","03","20","Darian Unger","DEM","House of Delegates     ","20","","226"
"16","005","003","03","20","Jheanelle Wilkins","DEM","House of Delegates     ","20","Y","310"
"16","005","003","03","20","George Zokle","DEM","House of Delegates     ","20","","70"
"16","005","003","03","20","Roger Berliner","DEM","County Executive       ","","","49"
"16","005","003","03","20","David Blair","DEM","County Executive       ","","","159"
"16","005","003","03","20","Marc Elrich","DEM","County Executive       ","","Y","200"
"16","005","003","03","20","Bill Frick","DEM","County Executive       ","","","8"
"16","005","003","03","20","Rose Krasnow","DEM","County Executive       ","","","78"
"16","005","003","03","20","George L. Leventhal","DEM","County Executive       ","","","73"
"16","005","003","03","20","Gabe Albornoz","DEM","County Council At Large","","Y","98"
"16","005","003","03","20","Rosemary O. Arkoian","DEM","County Council At Large","","","28"
"16","005","003","03","20","Marilyn Balcombe","DEM","County Council At Large","","","87"
"16","005","003","03","20","Charles Barkley","DEM","County Council At Large","","","31"
"16","005","003","03","20","Shruti Bhatnagar","DEM","County Council At Large","","","41"
"16","005","003","03","20","Cherri L. Branson","DEM","County Council At Large","","","54"
"16","005","003","03","20","Brandy H. M. Brooks","DEM","County Council At Large","","","130"
"16","005","003","03","20","Craig Carozza-Caviness","DEM","County Council At Large","","","10"
"16","005","003","03","20","Ron Colbert","DEM","County Council At Large","","","8"
"16","005","003","03","20","Bill Conway","DEM","County Council At Large","","","55"
"16","005","003","03","20","Hoan Dang","DEM","County Council At Large","","","57"
"16","005","003","03","20","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","9"
"16","005","003","03","20","Lorna Phillips Forde","DEM","County Council At Large","","","37"
"16","005","003","03","20","Jill Ortman Fouse","DEM","County Council At Large","","","65"
"16","005","003","03","20","Loretta Jean Garcia","DEM","County Council At Large","","","48"
"16","005","003","03","20","Paul S. Geller","DEM","County Council At Large","","","16"
"16","005","003","03","20","Evan Glass","DEM","County Council At Large","","Y","198"
"16","005","003","03","20","Richard Gottfried","DEM","County Council At Large","","","8"
"16","005","003","03","20","Neil H. Greenberger","DEM","County Council At Large","","","15"
"16","005","003","03","20","Seth Grimes","DEM","County Council At Large","","","28"
"16","005","003","03","20","Ashwani Jain","DEM","County Council At Large","","","32"
"16","005","003","03","20","Will Jawando","DEM","County Council At Large","","Y","284"
"16","005","003","03","20","David V. Lipscomb","DEM","County Council At Large","","","9"
"16","005","003","03","20","Melissa McKenna","DEM","County Council At Large","","","31"
"16","005","003","03","20","Danielle Meitiv","DEM","County Council At Large","","","70"
"16","005","003","03","20","Hans Riemer","DEM","County Council At Large","","Y","242"
"16","005","003","03","20","Michele Riley","DEM","County Council At Large","","","28"
"16","005","003","03","20","Graciela Rivera-Oven","DEM","County Council At Large","","","44"
"16","005","003","03","20","Darwin Romero","DEM","County Council At Large","","","22"
"16","005","003","03","20","Mohammad Siddique","DEM","County Council At Large","","","29"
"16","005","003","03","20","Jarrett Smith","DEM","County Council At Large","","","19"
"16","005","003","03","20","Steve Solomon","DEM","County Council At Large","","","35"
"16","005","003","03","20","Chris Wilhelm","DEM","County Council At Large","","","134"
"16","005","003","03","20","Kevin Harris","DEM","County Council         ","005","","117"
"16","005","003","03","20","Tom Hucker","DEM","County Council         ","005","Y","356"
"16","005","003","03","20","Kenge Malikidogo-Fludd","DEM","County Council         ","005","","57"
"16","005","003","03","20","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","331"
"16","005","003","03","20","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","385"
"16","005","003","03","20","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","374"
"16","005","003","03","20","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","392"
"16","005","003","03","20","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","310"
"16","005","003","03","20","David W. Lease","DEM","Judge of the Circuit Court","06","Y","293"
"16","005","003","03","20","Marylin Pierre","DEM","Judge of the Circuit Court","06","","225"
"16","005","003","03","20","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","353"
"16","005","003","03","20","John McCarthy","DEM","State's Attorney       ","","Y","472"
"16","005","003","03","20","Alan S. Bowser","DEM","Clerk Circuit Court","","","159"
"16","005","003","03","20","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","300"
"16","005","003","03","20","Joseph M. Griffin","DEM","Register of Wills      ","","Y","463"
"16","005","003","03","20","Darren Mark Popkin","DEM","Sheriff                ","","Y","460"
"16","005","003","03","20","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","269"
"16","005","003","03","20","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","242"
"16","005","003","03","20","Martine Laney","DEM","DEM Cent Comm Female At Large","","","156"
"16","005","003","03","20","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","242"
"16","005","003","03","20","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","249"
"16","005","003","03","20","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","229"
"16","005","003","03","20","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","147"
"16","005","003","03","20","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","97"
"16","005","003","03","20","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","124"
"16","005","003","03","20","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","201"
"16","005","003","03","20","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","140"
"16","005","003","03","20","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","95"
"16","005","003","03","20","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","173"
"16","005","003","03","20","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","137"
"16","005","003","03","20","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","158"
"16","005","003","03","20","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","153"
"16","005","003","03","20","Pamela Francine Luckett","DEM","DEM Cent Comm Female","20","Y","450"
"16","005","003","03","20","George Neighbors","DEM","DEM Cent Comm Male","20","Y","445"
"16","005","004","03","14","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","181"
"16","005","004","03","14","Ralph Jaffe","DEM","Governor / Lt. Governor","","","7"
"16","005","004","03","14","Ben Jealous","DEM","Governor / Lt. Governor","","Y","129"
"16","005","004","03","14","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","2"
"16","005","004","03","14","Valerie Ervin","DEM","Governor / Lt. Governor","","","5"
"16","005","004","03","14","Rich Madaleno","DEM","Governor / Lt. Governor","","","38"
"16","005","004","03","14","Alec Ross","DEM","Governor / Lt. Governor","","","5"
"16","005","004","03","14","Jim Shea","DEM","Governor / Lt. Governor","","","14"
"16","005","004","03","14","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","14"
"16","005","004","03","14","Peter Franchot","DEM","Comptroller            ","","Y","372"
"16","005","004","03","14","Brian E. Frosh","DEM","Attorney General       ","","Y","353"
"16","005","004","03","14","Ben Cardin","DEM","U.S. Senator           ","","Y","357"
"16","005","004","03","14","Erik Jetmir","DEM","U.S. Senator           ","","","5"
"16","005","004","03","14","Chelsea Manning","DEM","U.S. Senator           ","","","11"
"16","005","004","03","14","Marcia H. Morgan","DEM","U.S. Senator           ","","","7"
"16","005","004","03","14","Jerome Jerry Segal","DEM","U.S. Senator           ","","","17"
"16","005","004","03","14","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","5"
"16","005","004","03","14","Debbie Rica Wilson","DEM","U.S. Senator           ","","","7"
"16","005","004","03","14","Lih Young","DEM","U.S. Senator           ","","","4"
"16","005","004","03","14","Adam D. DeMarco","DEM","Representative in Congress","03","","25"
"16","005","004","03","14","John Rea","DEM","Representative in Congress","03","","8"
"16","005","004","03","14","Eduardo Rosas","DEM","Representative in Congress","03","","11"
"16","005","004","03","14","John Sarbanes","DEM","Representative in Congress","03","Y","359"
"16","005","004","03","14","Craig J. Zucker","DEM","State Senator          ","14","Y","352"
"16","005","004","03","14","Anne R. Kaiser","DEM","House of Delegates     ","14","Y","323"
"16","005","004","03","14","Eric Luedtke","DEM","House of Delegates     ","14","Y","246"
"16","005","004","03","14","Pamela Queen","DEM","House of Delegates     ","14","Y","291"
"16","005","004","03","14","Paul Ransom","DEM","House of Delegates     ","14","","105"
"16","005","004","03","14","Roger Berliner","DEM","County Executive       ","","","66"
"16","005","004","03","14","David Blair","DEM","County Executive       ","","","138"
"16","005","004","03","14","Marc Elrich","DEM","County Executive       ","","Y","95"
"16","005","004","03","14","Bill Frick","DEM","County Executive       ","","","9"
"16","005","004","03","14","Rose Krasnow","DEM","County Executive       ","","","68"
"16","005","004","03","14","George L. Leventhal","DEM","County Executive       ","","","31"
"16","005","004","03","14","Gabe Albornoz","DEM","County Council At Large","","Y","125"
"16","005","004","03","14","Rosemary O. Arkoian","DEM","County Council At Large","","","26"
"16","005","004","03","14","Marilyn Balcombe","DEM","County Council At Large","","","129"
"16","005","004","03","14","Charles Barkley","DEM","County Council At Large","","","28"
"16","005","004","03","14","Shruti Bhatnagar","DEM","County Council At Large","","","13"
"16","005","004","03","14","Cherri L. Branson","DEM","County Council At Large","","","34"
"16","005","004","03","14","Brandy H. M. Brooks","DEM","County Council At Large","","","48"
"16","005","004","03","14","Craig Carozza-Caviness","DEM","County Council At Large","","","5"
"16","005","004","03","14","Ron Colbert","DEM","County Council At Large","","","6"
"16","005","004","03","14","Bill Conway","DEM","County Council At Large","","","31"
"16","005","004","03","14","Hoan Dang","DEM","County Council At Large","","","93"
"16","005","004","03","14","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","9"
"16","005","004","03","14","Lorna Phillips Forde","DEM","County Council At Large","","","14"
"16","005","004","03","14","Jill Ortman Fouse","DEM","County Council At Large","","","40"
"16","005","004","03","14","Loretta Jean Garcia","DEM","County Council At Large","","","29"
"16","005","004","03","14","Paul S. Geller","DEM","County Council At Large","","","19"
"16","005","004","03","14","Evan Glass","DEM","County Council At Large","","Y","131"
"16","005","004","03","14","Richard Gottfried","DEM","County Council At Large","","","10"
"16","005","004","03","14","Neil H. Greenberger","DEM","County Council At Large","","","19"
"16","005","004","03","14","Seth Grimes","DEM","County Council At Large","","","14"
"16","005","004","03","14","Ashwani Jain","DEM","County Council At Large","","","41"
"16","005","004","03","14","Will Jawando","DEM","County Council At Large","","Y","103"
"16","005","004","03","14","David V. Lipscomb","DEM","County Council At Large","","","8"
"16","005","004","03","14","Melissa McKenna","DEM","County Council At Large","","","35"
"16","005","004","03","14","Danielle Meitiv","DEM","County Council At Large","","","28"
"16","005","004","03","14","Hans Riemer","DEM","County Council At Large","","Y","189"
"16","005","004","03","14","Michele Riley","DEM","County Council At Large","","","16"
"16","005","004","03","14","Graciela Rivera-Oven","DEM","County Council At Large","","","9"
"16","005","004","03","14","Darwin Romero","DEM","County Council At Large","","","6"
"16","005","004","03","14","Mohammad Siddique","DEM","County Council At Large","","","23"
"16","005","004","03","14","Jarrett Smith","DEM","County Council At Large","","","6"
"16","005","004","03","14","Steve Solomon","DEM","County Council At Large","","","19"
"16","005","004","03","14","Chris Wilhelm","DEM","County Council At Large","","","41"
"16","005","004","03","14","Kevin Harris","DEM","County Council         ","005","","86"
"16","005","004","03","14","Tom Hucker","DEM","County Council         ","005","Y","215"
